	GPD_id	Source	GPD_VC	Size	Predicted_phage_taxon	Host_range_isolates	Host_range_taxon	Metagenomic_runs_detected	Continents_detected	Countries_detected	checkV_MIUViG	checkV_completion	checkV_viral_region	checkV_host_region	checkV_prophage	checkV_termini	Novel
615	ivig_1235	Isolate	18680	32949	Siphoviridae	13470_2#84,8080_1#73,GCF_001078435,GCA_003467855,GCA_003433765,12718_7#38,GCA_003433925,GCA_003434745,GCF_000155435	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M citroniae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M sp1	SRR2047848,SRR5106286,SRR1765576,ERR1190709,SRR1765462,ERR525844,SRR2048042,ERR1620308,SRR1765655,SRR1765543,SRR2726135,SRR413755,ERR1620310,SRR341672,SRR1765490,SRR1765466,SRR1765331,SRR1765644,ERR525946,SRR5091461,ERR1018210,SRR1765386,SRR1765285,SRR4305219,SRR1765419,SRR5091611,ERR525908,SRR1765624,SRR1765595,SRR1765639,SRR1765396	North America,Asia,North America,Asia,North America,Europe,North America,Asia,North America,North America,North America,Asia,Asia,Asia,North America,North America,North America,North America,Europe,Asia,Asia,North America,North America,Europe,North America,Asia,Europe,North America,North America,North America,North America	United States,China,United States,China,United States,Denmark,United States,China,United States,United States,United States,China,China,China,United States,United States,United States,United States,Denmark,China,China,United States,United States,Finland,United States,China,Denmark,United States,United States,United States,United States	Genome-fragment	79.84	1-32949	-1	No	No	Yes
618	ivig_1239	Isolate	80	24822	Myoviridae	GCA_003467875	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli	-1	-1	-1	Genome-fragment	69.02	587-24822	1-586	Yes	No	No
635	ivig_1272	Isolate	18683	32500	Siphoviridae	18391_1#11,GCA_003468285	Firmicutes/Bacilli/Lactobacillales/Streptococcaceae/Streptococcus/Streptococcus lutetiensis,Firmicutes/Bacilli/Lactobacillales/Streptococcaceae/Streptococcus/Streptococcus lutetiensis	-1	-1	-1	High-quality	100.0	1-32500	-1	No	No	Yes
673	ivig_1354	Isolate	18664	13966	Myoviridae	GCA_003469495	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli	ERR1620334,SRR2199117,SRR2188008,ERR1620345,SRR2199548,SRR2199624,SRR2199678,ERR1620310,SRR2199629,SRR2188073,SRR2231106,SRR2198949,SRR2187659,ERR1578676,SRR2199565,SRR2199665,SRR2251025,SRR2187643,SRR2245625,SRR2187674,SRR2187665,SRR2187657,SRR2187661	Asia,Oceania,Oceania,Asia,Oceania,Oceania,Oceania,Asia,Oceania,Oceania,Oceania,Oceania,Oceania,Asia,Oceania,Oceania,Oceania,Oceania,Oceania,Oceania,Oceania,Oceania,Oceania	China,Fiji,Fiji,China,Fiji,Fiji,Fiji,China,Fiji,Fiji,Fiji,Fiji,Fiji,China,Fiji,Fiji,Fiji,Fiji,Fiji,Fiji,Fiji,Fiji,Fiji	Genome-fragment	13.42	1-13966	-1	No	No	Yes
674	ivig_1355	Isolate	7047	13367	Myoviridae	GCA_003469495	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/Escherichia coli	SRR5032328,SRR7658670,ERR589753,SRR5091467,ERR1578699,ERR1620334,SRR7658664,SRR7658627,SRR7658668,ERR1620345,ERR1620259,SRR2199624,ERR1578627,SRR2199678,SRR2199629,ERR1018185,SRR2188073,SRR341714,ERR1190777,SRR2187659,ERR1578676,SRR7658661,SRR2199565,ERR589870,SRR2245625,SRR2187674,SRR2187665,SRR7658584	Asia,Africa,Asia,Asia,Asia,Asia,Africa,Africa,Africa,Asia,Asia,Oceania,Asia,Oceania,Oceania,Asia,Oceania,Asia,Asia,Oceania,Asia,Africa,Oceania,Asia,Oceania,Oceania,Oceania,Africa	China,Madagascar,China,China,China,China,Madagascar,Madagascar,Madagascar,China,China,Fiji,China,Fiji,Fiji,China,Fiji,China,China,Fiji,China,Madagascar,Fiji,China,Fiji,Fiji,Fiji,Madagascar	Genome-fragment	12.79	1-13367	-1	No	No	Yes
680	ivig_1376	Isolate	1156	13126	Siphoviridae	GCA_003469885	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR1789035,SRR1791585	Asia,Asia	Singapore,Singapore	Genome-fragment	28.38	1-13126	-1	No	No	No
681	ivig_1379	Isolate	41571	20684	Siphoviridae	GCA_003469885	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	-1	-1	-1	Genome-fragment	40.74	1-20684	-1	No	No	Yes
682	ivig_1380	Isolate	41572	18949	Siphoviridae	GCA_003439475,20298_2#20,GCA_003469885,GCF_000195655	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella variicola,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae,Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Klebsiella/Klebsiella pneumoniae	SRR1789035,SRR1791585	Asia,Asia	Singapore,Singapore	Genome-fragment	38.22	1-18949	-1	No	No	Yes
683	ivig_1383	Isolate	10636	20727	Siphoviridae	GCA_003469895,GCA_003468085	Actinobacteriota/Coriobacteriia/Coriobacteriales/Coriobacteriaceae/Collinsella/NA,Actinobacteriota/Coriobacteriia/Coriobacteriales/Coriobacteriaceae/Collinsella/NA	-1	-1	-1	Genome-fragment	56.92	1-20727	-1	No	No	Yes
686	ivig_1388	Isolate	10569	34675	Siphoviridae	GCA_003469955	Firmicutes/Bacilli/Lactobacillales/Lactobacillaceae/Weissella/Weissella cibaria	-1	-1	-1	Genome-fragment	87.36	1-34675	-1	No	No	Yes
690	ivig_1398	Isolate	1598	39256	Siphoviridae	GCA_003470145,GCA_003438595	Firmicutes/Bacilli/Lactobacillales/Lactobacillaceae/Lactobacillus_B/Lactobacillus_B salivarius,Firmicutes/Bacilli/Lactobacillales/Lactobacillaceae/Lactobacillus_B/Lactobacillus_B salivarius	-1	-1	-1	High-quality	100.0	1-39256	-1	No	No	No
706	ivig_1427	Isolate	18656	44021	Myoviridae	GCA_003470505	Proteobacteria/Gammaproteobacteria/Enterobacterales/Enterobacteriaceae/Escherichia/NA	SRR1952267,SRR4783525,SRR4435723,SRR918547,SRR4423637,SRR4435812,SRR4435820,SRR609146,SRR4481757,SRR4444822,SRR918055,SRR7658670,SRR4444862,SRR4435742,SRR4451643,SRR1161294,SRR918222,SRR4444780,SRR918060,SRR4423646,SRR4783641,SRR4783613,SRR4783443,SRR4783599,SRR4423709,SRR4444863,SRR4423705,SRR4423569,SRR4423597,SRR4451590,SRR5963243,SRR5963163,SRR4423587,SRR4423617,SRR4783491,SRR4423710,SRR4783617,SRR4435795,SRR4423574,SRR4444744,SRR4435759,SRR4423681,SRR4444746,SRR4423698,SRR4444823,SRR4423671,SRR4435727,SRR4444773,SRR4444804,SRR4444787,SRR5963245,SRR4783543,SRR4451540,SRR4783576,SRR4435781,SRR4435757,SRR4435743,SRR4423608,SRR4423664,SRR5963153,SRR4444769,SRR4783537,SRR4423573,SRR4783521,SRR4481772,SRR4451542,SRR4435746,SRR4423604,SRR4423588,SRR4435813,SRR4481777,SRR4783497,SRR4481778,SRR4783626,SRR5963162,SRR5963384,SRR4435703,SRR4783632,SRR4451563,SRR4435819,SRR918662,SRR4444858,SRR4423599,SRR1161295,SRR4783658,SRR605584,SRR4783428,SRR4783600,SRR4423600,SRR4783608,SRR4435799,SRR4783564,SRR2725847,SRR4435766,SRR4444770,SRR4423638,SRR4423688,SRR4451638,SRR4444821,SRR5963166,SRR4423658,SRR4444831,SRR4451566,SRR4423680,SRR4423612,SRR4444861,SRR4423595,SRR4451538,SRR599841,SRR4783579,SRR4451558,SRR4451616,SRR1166691,SRR918548,SRR918075,SRR4444867,SRR1160049,SRR4451624,SRR4423590,SRR4435787,SRR2726243,SRR4444809,SRR4435774,SRR4423685,SRR4423689,SRR5963402,SRR4435756,SRR4444781,SRR4783587,SRR4783553,SRR4423614,SRR4423679,SRR2726135,SRR4435794,SRR4423619,SRR4423615,SRR4783586,SRR4451642,SRR4783623,SRR4423591,SRR4435802,SRR4435701,SRR4444778,SRR4444865,SRR4435763,SRR4435712,SRR4423687,SRR4783634,SRR4423706,SRR4444830,SRR4451561,SRR4451594,SRR4444782,SRR4423652,SRR4444747,SRR4783642,SRR4435730,SRR4435822,SRR4444793,SRR4423683,SRR4783595,SRR4423586,SRR4435744,SRR4783470,SRR4444864,SRR4444779,SRR4444783,SRR4444811,SRR4435729,SRR4423670,SRR4435803,SRR4783645,SRR4451644,SRR4783604,SRR4435823,SRR600047,SRR4423663,SRR918657,SRR3132471,SRR4783616,SRR4423667,SRR918268,SRR2725850,SRR918665,SRR4423628,SRR4423629,SRR599573,SRR609141,SRR4435747,SRR4451586,SRR5050583,SRR4423576,SRR4444802,SRR4481782,SRR4444791,SRR918397,SRR4423708,SRR4783490,SRR5050584,SRR4783646,SRR4435788,SRR4435805,SRR4451636,SRR4423644,SRR4783637,SRR4423605,SRR4451560,SRR4444751,SRR4435687,SRR4423603,SRR4444772,SRR4435809,SRR4444771,ERR1018201,SRR4783558,SRR4435685,SRR4435816,SRR4435719,SRR4423690,SRR4423618,SRR4783430,SRR4423640,SRR4435698,SRR4451641,SRR4435821,SRR4481781,SRR4423693,SRR4783640,SRR4423677,SRR4783554,SRR4444798,SRR4423639,SRR4423666,SRR4444745,SRR4783513,SRR4783602,SRR4435783,SRR4783511,SRR4423602,SRR4435748,SRR4783556,SRR4423627,SRR4444764,SRR4451593,SRR4435770,SRR4435780,SRR4423686,SRR4783620,SRR4423582,SRR4423674,SRR918464,SRR4783592,SRR4435749,SRR4783580,SRR4783663,SRR4444752,SRR6257452,SRR4435765,SRR4783535,SRR4444827,SRR4435806,SRR4783639,SRR4435758,SRR4435807,SRR4423700,SRR4783408,SRR4451617,SRR4783540,SRR4783429,SRR4435689,SRR4423583,SRR2725846,SRR4451567,SRR4444872,SRR918262,SRR1952550,SRR4444870,SRR917979,SRR4423572,SRR4423585,SRR4444874,SRR4783636,SRR4783551,SRR4435791,SRR4423632,SRR4444868,SRR4783622,SRR4435792,SRR4423625,SRR4423655,SRR4451625,SRR4783594,SRR4451595,SRR4423662,SRR5963154,SRR4783644,SRR4423577,SRR4423593,SRR4435789,SRR4423621,SRR4423702,SRR4783530,SRR4451645,SRR4783549,SRR4451619,SRR4435691,SRR4435790,SRR4783528,SRR4783542,SRR4423589,SRR4783427,SRR4423653,SRR6257497,SRR4444808,SRR4423575,SRR4423641,SRR3498909,SRR4783605,SRR4451620,SRR4444776,SRR4444799,SRR4444807,SRR4783631,SRR4783643,SRR4783609,SRR4444803,SRR4444792,SRR4435725,SRR4423691,SRR4451637,SRR4423626,SRR4444832,SRR4783635,SRR4783414,SRR4435786,SRR4783538,SRR4783568,SRR4435804,SRR4435700,ERR636401,SRR4435798,SRR4783615,SRR4423701,SRR4451564,SRR4783625,SRR4435752,SRR4423607,SRR4423682,SRR918348,SRR4444774,SRR4444797,SRR4783547,SRR4435741,SRR4783619,SRR4783652,SRR4783519,SRR4451589,SRR4783434,SRR4444790,SRR4481780,SRR4444829,SRR4423651,SRR2726028,SRR4783654,SRR4435699,SRR4783614,SRR4444796,SRR4423601,SRR4783526,SRR4423678,SRR4783524,SRR4423668,SRR4435693,SRR4783597,SRR4444812,SRR4451541,SRR4783633,SRR4451618,SRR4423669,SRR4444826,SRR3546780,SRR4783541,SRR4435760,SRR4423645,SRR6257493,SRR4423695,SRR4783610,SRR4444789,SRR6257469,SRR4451582,SRR4783409,SRR5275475,SRR4451544,SRR4444800,SRR4783590,SRR2726047,SRR4783589,SRR3132472,SRR6257498,SRR4444818,SRR4444785,SRR4783606,SRR4783435,SRR5963244,SRR4783433,SRR4451545,SRR4435686,SRR4444824,SRR4435724,SRR4435751,SRR4783520,SRR5963386,SRR4783630,SRR4435720,SRR4435739,SRR4783441,SRR4423611,SRR4423636,SRR4451587,SRR5963368,SRR4435779,SRR4783498,SRR4435740,SRR4435782,SRR4444810,SRR4783523,SRR5963156,SRR4423694,SRR4444748,SRR4423613,SRR4451588,SRR4435690,SRR4423665,SRR4444788,SRR4451559,SRR4435750,SRR4423692,SRR4423650,SRR5963242,SRR4423707,SRR4444768,SRR4481771,SRR4481779,SRR4783410,SRR4444795,SRR4435808,SRR4435738,SRR4435714,SRR4435817,SRR4423622,SRR4435818,SRR4783618,SRR4435737,SRR4444775,SRR4435797,SRR4481758,SRR4783627,SRR4423699,SRR4451592,SRR4423654,SRR4423672,SRR5963165,SRR4435713,SRR4451539,SRR4435702,SRR4783621,SRR4783624,SRR4435745,SRR4423647,SRR4444767,SRR4423594,SRR4444816,ERR866562,ERR912059,SRR918031,SRR4423609,SRR4783578,SRR4423635,SRR4783534,SRR1166540,SRR4444815,SRR4444866,SRR4783432,SRR4444786,SRR4423620,SRR4444857,SRR4444819,SRR5963157,SRR4783478,SRR4444817	NA,North America,North America,NA,North America,North America,North America,NA,North America,North America,NA,Africa,North America,North America,North America,NA,NA,North America,NA,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,NA,North America,North America,NA,North America,NA,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,NA,North America,North America,North America,NA,NA,NA,North America,NA,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,NA,North America,NA,North America,North America,North America,NA,North America,NA,North America,North America,NA,NA,North America,North America,North America,North America,North America,North America,North America,NA,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Asia,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,NA,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,NA,NA,North America,NA,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Europe,North America,North America,North America,North America,North America,North America,North America,North America,NA,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,Asia,Europe,NA,North America,North America,North America,North America,NA,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America	NA,United States,United States,NA,United States,United States,United States,NA,United States,United States,NA,Madagascar,United States,United States,United States,NA,NA,United States,NA,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,NA,United States,United States,NA,United States,NA,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,NA,United States,United States,United States,NA,NA,NA,United States,NA,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,NA,United States,NA,United States,United States,United States,NA,United States,NA,United States,United States,NA,NA,United States,United States,United States,United States,United States,United States,United States,NA,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,China,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,NA,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,NA,NA,United States,NA,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,Sweden,United States,United States,United States,United States,United States,United States,United States,United States,NA,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,Bangladesh,United Kingdom,NA,United States,United States,United States,United States,NA,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States	High-quality	94.68	8899-44021	1-8898	Yes	No	Yes
